################################################
# A 3-D crustal shear wave velocity model in the Banda Arc collision zone from ambient noise tomography
# Please cite the original work behind this Earth model in the following:
# Zhang, P., and Miller, M.S., (2020) Seismic imaging of the subducted Australian Continental Margin beneath Timor and the Banda Arc collision zone, Accepted by GRL on November 24, 2020
####
# longitude	latitude	depth(km)	Vsv(km/s)
  117.750   -9.250   20.000    3.564
  117.750   -9.500   20.000    3.589
  117.750   -9.750   20.000    3.614
  117.750  -10.000   20.000    3.630
  117.750  -10.250   20.000    3.635
  117.750  -10.500   20.000    3.634
  117.750  -10.750   20.000    3.632
  117.750  -11.000   20.000    3.631
  117.750  -11.250   20.000    3.630
  118.000   -7.500   20.000    3.630
  118.000   -7.750   20.000    3.630
  118.000   -8.000   20.000    3.623
  118.000   -8.250   20.000    3.606
  118.000   -8.500   20.000    3.575
  118.000   -8.750   20.000    3.521
  118.000   -9.000   20.000    3.478
  118.000   -9.250   20.000    3.497
  118.000   -9.500   20.000    3.546
  118.000   -9.750   20.000    3.594
  118.000  -10.000   20.000    3.624
  118.000  -10.250   20.000    3.634
  118.000  -10.500   20.000    3.635
  118.000  -10.750   20.000    3.633
  118.000  -11.000   20.000    3.631
  118.000  -11.250   20.000    3.630
  118.250   -7.500   20.000    3.629
  118.250   -7.750   20.000    3.629
  118.250   -8.000   20.000    3.621
  118.250   -8.250   20.000    3.599
  118.250   -8.500   20.000    3.555
  118.250   -8.750   20.000    3.471
  118.250   -9.000   20.000    3.412
  118.250   -9.250   20.000    3.443
  118.250   -9.500   20.000    3.515
  118.250   -9.750   20.000    3.581
  118.250  -10.000   20.000    3.619
  118.250  -10.250   20.000    3.631
  118.250  -10.500   20.000    3.631
  118.250  -10.750   20.000    3.630
  118.250  -11.000   20.000    3.630
  118.250  -11.250   20.000    3.630
  118.500   -7.500   20.000    3.627
  118.500   -7.750   20.000    3.631
  118.500   -8.000   20.000    3.627
  118.500   -8.250   20.000    3.607
  118.500   -8.500   20.000    3.560
  118.500   -8.750   20.000    3.455
  118.500   -9.000   20.000    3.391
  118.500   -9.250   20.000    3.433
  118.500   -9.500   20.000    3.520
  118.500   -9.750   20.000    3.591
  118.500  -10.000   20.000    3.626
  118.500  -10.250   20.000    3.631
  118.500  -10.500   20.000    3.625
  118.500  -10.750   20.000    3.623
  118.500  -11.000   20.000    3.625
  118.500  -11.250   20.000    3.631
  118.750   -7.500   20.000    3.625
  118.750   -7.750   20.000    3.637
  118.750   -8.000   20.000    3.642
  118.750   -8.250   20.000    3.636
  118.750   -8.500   20.000    3.598
  118.750   -8.750   20.000    3.492
  118.750   -9.000   20.000    3.441
  118.750   -9.250   20.000    3.494
  118.750   -9.500   20.000    3.584
  118.750   -9.750   20.000    3.641
  118.750  -10.000   20.000    3.656
  118.750  -10.250   20.000    3.642
  118.750  -10.500   20.000    3.622
  118.750  -10.750   20.000    3.614
  118.750  -11.000   20.000    3.618
  118.750  -11.250   20.000    3.630
  119.000   -7.500   20.000    3.624
  119.000   -7.750   20.000    3.645
  119.000   -8.000   20.000    3.666
  119.000   -8.250   20.000    3.681
  119.000   -8.500   20.000    3.667
  119.000   -8.750   20.000    3.581
  119.000   -9.000   20.000    3.565
  119.000   -9.250   20.000    3.640
  119.000   -9.500   20.000    3.721
  119.000   -9.750   20.000    3.741
  119.000  -10.000   20.000    3.716
  119.000  -10.250   20.000    3.670
  119.000  -10.500   20.000    3.628
  119.000  -10.750   20.000    3.609
  119.000  -11.000   20.000    3.611
  119.000  -11.250   20.000    3.627
  119.250   -7.500   20.000    3.624
  119.250   -7.750   20.000    3.655
  119.250   -8.000   20.000    3.692
  119.250   -8.250   20.000    3.730
  119.250   -8.500   20.000    3.739
  119.250   -8.750   20.000    3.684
  119.250   -9.000   20.000    3.730
  119.250   -9.250   20.000    3.851
  119.250   -9.500   20.000    3.910
  119.250   -9.750   20.000    3.873
  119.250  -10.000   20.000    3.797
  119.250  -10.250   20.000    3.714
  119.250  -10.500   20.000    3.648
  119.250  -10.750   20.000    3.614
  119.250  -11.000   20.000    3.609
  119.250  -11.250   20.000    3.623
  119.500   -7.500   20.000    3.625
  119.500   -7.750   20.000    3.666
  119.500   -8.000   20.000    3.714
  119.500   -8.250   20.000    3.764
  119.500   -8.500   20.000    3.775
  119.500   -8.750   20.000    3.737
  119.500   -9.000   20.000    3.856
  119.500   -9.250   20.000    4.024
  119.500   -9.500   20.000    4.049
  119.500   -9.750   20.000    3.978
  119.500  -10.000   20.000    3.875
  119.500  -10.250   20.000    3.765
  119.500  -10.500   20.000    3.680
  119.500  -10.750   20.000    3.632
  119.500  -11.000   20.000    3.616
  119.500  -11.250   20.000    3.621
  119.750   -7.500   20.000    3.627
  119.750   -7.750   20.000    3.679
  119.750   -8.000   20.000    3.733
  119.750   -8.250   20.000    3.774
  119.750   -8.500   20.000    3.747
  119.750   -8.750   20.000    3.687
  119.750   -9.000   20.000    3.853
  119.750   -9.250   20.000    4.012
  119.750   -9.500   20.000    4.016
  119.750   -9.750   20.000    4.006
  119.750  -10.000   20.000    3.926
  119.750  -10.250   20.000    3.806
  119.750  -10.500   20.000    3.708
  119.750  -10.750   20.000    3.651
  119.750  -11.000   20.000    3.628
  119.750  -11.250   20.000    3.624
  120.000   -7.500   20.000    3.630
  120.000   -7.750   20.000    3.696
  120.000   -8.000   20.000    3.758
  120.000   -8.250   20.000    3.782
  120.000   -8.500   20.000    3.692
  120.000   -8.750   20.000    3.576
  120.000   -9.000   20.000    3.746
  120.000   -9.250   20.000    3.860
  120.000   -9.500   20.000    3.902
  120.000   -9.750   20.000    4.025
  120.000  -10.000   20.000    3.961
  120.000  -10.250   20.000    3.816
  120.000  -10.500   20.000    3.707
  120.000  -10.750   20.000    3.650
  120.000  -11.000   20.000    3.631
  120.000  -11.250   20.000    3.631
  120.250   -7.500   20.000    3.633
  120.250   -7.750   20.000    3.720
  120.250   -8.000   20.000    3.799
  120.250   -8.250   20.000    3.828
  120.250   -8.500   20.000    3.723
  120.250   -8.750   20.000    3.581
  120.250   -9.000   20.000    3.751
  120.250   -9.250   20.000    3.811
  120.250   -9.500   20.000    3.913
  120.250   -9.750   20.000    4.085
  120.250  -10.000   20.000    3.932
  120.250  -10.250   20.000    3.743
  120.250  -10.500   20.000    3.637
  120.250  -10.750   20.000    3.605
  120.250  -11.000   20.000    3.612
  120.250  -11.250   20.000    3.636
  120.500   -7.500   20.000    3.635
  120.500   -7.750   20.000    3.742
  120.500   -8.000   20.000    3.837
  120.500   -8.250   20.000    3.870
  120.500   -8.500   20.000    3.749
  120.500   -8.750   20.000    3.582
  120.500   -9.000   20.000    3.844
  120.500   -9.250   20.000    3.891
  120.500   -9.500   20.000    3.977
  120.500   -9.750   20.000    3.991
  120.500  -10.000   20.000    3.729
  120.500  -10.250   20.000    3.537
  120.500  -10.500   20.000    3.475
  120.500  -10.750   20.000    3.500
  120.500  -11.000   20.000    3.561
  120.500  -11.250   20.000    3.634
  120.750   -7.500   20.000    3.637
  120.750   -7.750   20.000    3.756
  120.750   -8.000   20.000    3.860
  120.750   -8.250   20.000    3.895
  120.750   -8.500   20.000    3.757
  120.750   -8.750   20.000    3.502
  120.750   -9.000   20.000    3.830
  120.750   -9.250   20.000    3.961
  120.750   -9.500   20.000    4.055
  120.750   -9.750   20.000    3.873
  120.750  -10.000   20.000    3.477
  120.750  -10.250   20.000    3.260
  120.750  -10.500   20.000    3.247
  120.750  -10.750   20.000    3.347
  120.750  -11.000   20.000    3.483
  120.750  -11.250   20.000    3.625
  121.000   -7.500   20.000    3.638
  121.000   -7.750   20.000    3.750
  121.000   -8.000   20.000    3.849
  121.000   -8.250   20.000    3.880
  121.000   -8.500   20.000    3.736
  121.000   -8.750   20.000    3.429
  121.000   -9.000   20.000    3.738
  121.000   -9.250   20.000    3.939
  121.000   -9.500   20.000    4.157
  121.000   -9.750   20.000    3.940
  121.000  -10.000   20.000    3.366
  121.000  -10.250   20.000    3.017
  121.000  -10.500   20.000    3.013
  121.000  -10.750   20.000    3.180
  121.000  -11.000   20.000    3.396
  121.000  -11.250   20.000    3.613
  121.250   -7.500   20.000    3.638
  121.250   -7.750   20.000    3.719
  121.250   -8.000   20.000    3.796
  121.250   -8.250   20.000    3.840
  121.250   -8.500   20.000    3.788
  121.250   -8.750   20.000    3.651
  121.250   -9.000   20.000    3.829
  121.250   -9.250   20.000    3.878
  121.250   -9.500   20.000    4.108
  121.250   -9.750   20.000    3.936
  121.250  -10.000   20.000    3.322
  121.250  -10.250   20.000    2.842
  121.250  -10.500   20.000    2.816
  121.250  -10.750   20.000    3.038
  121.250  -11.000   20.000    3.321
  121.250  -11.250   20.000    3.603
  121.500   -7.500   20.000    3.631
  121.500   -7.750   20.000    3.661
  121.500   -8.000   20.000    3.701
  121.500   -8.250   20.000    3.760
  121.500   -8.500   20.000    3.857
  121.500   -8.750   20.000    3.991
  121.500   -9.000   20.000    4.042
  121.500   -9.250   20.000    3.907
  121.500   -9.500   20.000    3.971
  121.500   -9.750   20.000    3.748
  121.500  -10.000   20.000    3.231
  121.500  -10.250   20.000    2.772
  121.500  -10.500   20.000    2.713
  121.500  -10.750   20.000    2.969
  121.500  -11.000   20.000    3.289
  121.500  -11.250   20.000    3.600
  121.750   -7.500   20.000    3.619
  121.750   -7.750   20.000    3.593
  121.750   -8.000   20.000    3.581
  121.750   -8.250   20.000    3.626
  121.750   -8.500   20.000    3.815
  121.750   -8.750   20.000    4.099
  121.750   -9.000   20.000    4.103
  121.750   -9.250   20.000    3.943
  121.750   -9.500   20.000    3.953
  121.750   -9.750   20.000    3.656
  121.750  -10.000   20.000    3.171
  121.750  -10.250   20.000    2.823
  121.750  -10.500   20.000    2.772
  121.750  -10.750   20.000    3.013
  121.750  -11.000   20.000    3.317
  121.750  -11.250   20.000    3.608
  122.000   -7.500   20.000    3.609
  122.000   -7.750   20.000    3.545
  122.000   -8.000   20.000    3.492
  122.000   -8.250   20.000    3.507
  122.000   -8.500   20.000    3.708
  122.000   -8.750   20.000    4.029
  122.000   -9.000   20.000    4.041
  122.000   -9.250   20.000    3.942
  122.000   -9.500   20.000    3.967
  122.000   -9.750   20.000    3.671
  122.000  -10.000   20.000    3.246
  122.000  -10.250   20.000    2.984
  122.000  -10.500   20.000    2.975
  122.000  -10.750   20.000    3.154
  122.000  -11.000   20.000    3.390
  122.000  -11.250   20.000    3.625
  122.250   -7.500   20.000    3.610
  122.250   -7.750   20.000    3.548
  122.250   -8.000   20.000    3.494
  122.250   -8.250   20.000    3.496
  122.250   -8.500   20.000    3.617
  122.250   -8.750   20.000    3.912
  122.250   -9.000   20.000    3.989
  122.250   -9.250   20.000    3.981
  122.250   -9.500   20.000    3.968
  122.250   -9.750   20.000    3.611
  122.250  -10.000   20.000    3.204
  122.250  -10.250   20.000    3.022
  122.250  -10.500   20.000    3.095
  122.250  -10.750   20.000    3.260
  122.250  -11.000   20.000    3.448
  122.250  -11.250   20.000    3.634
  122.500   -7.500   20.000    3.621
  122.500   -7.750   20.000    3.597
  122.500   -8.000   20.000    3.585
  122.500   -8.250   20.000    3.615
  122.500   -8.500   20.000    3.625
  122.500   -8.750   20.000    3.887
  122.500   -9.000   20.000    4.031
  122.500   -9.250   20.000    4.070
  122.500   -9.500   20.000    3.969
  122.500   -9.750   20.000    3.543
  122.500  -10.000   20.000    3.151
  122.500  -10.250   20.000    3.026
  122.500  -10.500   20.000    3.123
  122.500  -10.750   20.000    3.292
  122.500  -11.000   20.000    3.468
  122.500  -11.250   20.000    3.628
  122.750   -7.500   20.000    3.634
  122.750   -7.750   20.000    3.654
  122.750   -8.000   20.000    3.674
  122.750   -8.250   20.000    3.682
  122.750   -8.500   20.000    3.590
  122.750   -8.750   20.000    3.893
  122.750   -9.000   20.000    4.123
  122.750   -9.250   20.000    4.200
  122.750   -9.500   20.000    4.028
  122.750   -9.750   20.000    3.567
  122.750  -10.000   20.000    3.214
  122.750  -10.250   20.000    3.122
  122.750  -10.500   20.000    3.187
  122.750  -10.750   20.000    3.326
  122.750  -11.000   20.000    3.484
  122.750  -11.250   20.000    3.617
  123.000   -7.500   20.000    3.641
  123.000   -7.750   20.000    3.704
  123.000   -8.000   20.000    3.734
  123.000   -8.250   20.000    3.654
  123.000   -8.500   20.000    3.446
  123.000   -8.750   20.000    3.806
  123.000   -9.000   20.000    4.162
  123.000   -9.250   20.000    4.290
  123.000   -9.500   20.000    4.066
  123.000   -9.750   20.000    3.610
  123.000  -10.000   20.000    3.332
  123.000  -10.250   20.000    3.292
  123.000  -10.500   20.000    3.350
  123.000  -10.750   20.000    3.446
  123.000  -11.000   20.000    3.546
  123.000  -11.250   20.000    3.624
  123.250   -7.500   20.000    3.648
  123.250   -7.750   20.000    3.754
  123.250   -8.000   20.000    3.823
  123.250   -8.250   20.000    3.755
  123.250   -8.500   20.000    3.517
  123.250   -8.750   20.000    3.750
  123.250   -9.000   20.000    4.141
  123.250   -9.250   20.000    4.269
  123.250   -9.500   20.000    3.975
  123.250   -9.750   20.000    3.549
  123.250  -10.000   20.000    3.374
  123.250  -10.250   20.000    3.415
  123.250  -10.500   20.000    3.507
  123.250  -10.750   20.000    3.580
  123.250  -11.000   20.000    3.622
  123.250  -11.250   20.000    3.638
  123.500   -7.500   20.000    3.650
  123.500   -7.750   20.000    3.780
  123.500   -8.000   20.000    3.880
  123.500   -8.250   20.000    3.872
  123.500   -8.500   20.000    3.717
  123.500   -8.750   20.000    3.808
  123.500   -9.000   20.000    4.079
  123.500   -9.250   20.000    4.082
  123.500   -9.500   20.000    3.671
  123.500   -9.750   20.000    3.282
  123.500  -10.000   20.000    3.250
  123.500  -10.250   20.000    3.414
  123.500  -10.500   20.000    3.581
  123.500  -10.750   20.000    3.662
  123.500  -11.000   20.000    3.672
  123.500  -11.250   20.000    3.646
  123.750   -7.500   20.000    3.644
  123.750   -7.750   20.000    3.767
  123.750   -8.000   20.000    3.857
  123.750   -8.250   20.000    3.871
  123.750   -8.500   20.000    3.794
  123.750   -8.750   20.000    3.849
  123.750   -9.000   20.000    3.985
  123.750   -9.250   20.000    3.815
  123.750   -9.500   20.000    3.242
  123.750   -9.750   20.000    2.875
  123.750  -10.000   20.000    3.020
  123.750  -10.250   20.000    3.325
  123.750  -10.500   20.000    3.573
  123.750  -10.750   20.000    3.679
  123.750  -11.000   20.000    3.685
  123.750  -11.250   20.000    3.647
  124.000   -7.500   20.000    3.635
  124.000   -7.750   20.000    3.734
  124.000   -8.000   20.000    3.787
  124.000   -8.250   20.000    3.781
  124.000   -8.500   20.000    3.728
  124.000   -8.750   20.000    3.828
  124.000   -9.000   20.000    3.905
  124.000   -9.250   20.000    3.623
  124.000   -9.500   20.000    2.983
  124.000   -9.750   20.000    2.630
  124.000  -10.000   20.000    2.870
  124.000  -10.250   20.000    3.247
  124.000  -10.500   20.000    3.528
  124.000  -10.750   20.000    3.651
  124.000  -11.000   20.000    3.671
  124.000  -11.250   20.000    3.643
  124.250   -7.500   20.000    3.632
  124.250   -7.750   20.000    3.723
  124.250   -8.000   20.000    3.748
  124.250   -8.250   20.000    3.699
  124.250   -8.500   20.000    3.576
  124.250   -8.750   20.000    3.696
  124.250   -9.000   20.000    3.771
  124.250   -9.250   20.000    3.453
  124.250   -9.500   20.000    2.937
  124.250   -9.750   20.000    2.672
  124.250  -10.000   20.000    2.886
  124.250  -10.250   20.000    3.237
  124.250  -10.500   20.000    3.493
  124.250  -10.750   20.000    3.615
  124.250  -11.000   20.000    3.648
  124.250  -11.250   20.000    3.638
  124.500   -7.500   20.000    3.642
  124.500   -7.750   20.000    3.766
  124.500   -8.000   20.000    3.805
  124.500   -8.250   20.000    3.717
  124.500   -8.500   20.000    3.536
  124.500   -8.750   20.000    3.658
  124.500   -9.000   20.000    3.625
  124.500   -9.250   20.000    3.237
  124.500   -9.500   20.000    2.919
  124.500   -9.750   20.000    2.827
  124.500  -10.000   20.000    3.027
  124.500  -10.250   20.000    3.306
  124.500  -10.500   20.000    3.500
  124.500  -10.750   20.000    3.598
  124.500  -11.000   20.000    3.633
  124.500  -11.250   20.000    3.635
  124.750   -7.500   20.000    3.660
  124.750   -7.750   20.000    3.852
  124.750   -8.000   20.000    3.931
  124.750   -8.250   20.000    3.802
  124.750   -8.500   20.000    3.577
  124.750   -8.750   20.000    3.663
  124.750   -9.000   20.000    3.450
  124.750   -9.250   20.000    3.095
